// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

1234,PROVOKE_YOYO,Yoyo,Yoyo,15,879,1,122,77,1,62,11,0,0,1,24,30,35,32,55,10,12,0,2,22,0x108B,129,1054,54,384,0,5607,172,25130,2864,6734,2180,20213,4216,19129,1247,5062,1065,24349,2204,17410,3677,2118,4016,1939,4667,31301,2333,6245,2761,20797,3429
1235,SMOKING_ORC,Smoking Orc,Smoking Orc,37,1400,1,235,144,1,149,18,16,20,1,24,48,20,34,0,10,12,1,7,22,0x308D,1,1864,864,288,0,7942,2576,28941,2100,2865,4039,13967,2577,18728,2722,2233,4205,6248,2184,31384,1603,16510,3041,13433,4847,2158,1071,2301,4405,2139,690
1236,META_ANT_EGG,Ant Egg,Ant Egg,3,420,1,5,4,1,1,1,32,20,1,1,1,0,1,20,10,12,0,0,60,0x0,1,1001,1,1,0,12789,2054,5474,678,14256,128,2342,238,18818,2887,18596,3247,7080,4791,6125,2169,22735,1653,19306,1840,5359,3300,19998,2402,18669,4481
1237,META_ANDRE,Andre,Andre,15,688,1,98,64,1,73,13,16,0,1,17,24,20,26,20,10,12,0,4,22,0x2001081,1,1288,288,576,0,25246,2731,14540,4525,1651,1781,20221,3010,1642,2329,5871,1567,2156,100,16724,4001,4504,1184,665,2410,1120,986,22047,210,7579,3311
1238,META_PIERE,Piere,Piere,22,733,1,110,70,1,48,9,24,0,1,18,26,20,27,15,10,12,0,4,22,0x2001081,1,1288,288,576,0,2989,2031,27017,355,982,4139,1296,1035,12194,3774,13313,3551,4281,4930,13052,594,1751,4618,12799,3945,6310,623,16006,1056,2971,3160
1239,META_DENIRO,Deniro,Deniro,14,760,1,122,77,1,73,12,24,0,1,19,30,20,43,10,10,12,0,4,22,0x2001081,1,1288,288,576,0,16425,2166,19821,2921,17209,1875,24415,3682,20328,4365,27252,4025,20182,4607,16554,1491,18863,2937,4669,134,17084,4721,29006,4291,1116,1930
1240,META_PICKY,Picky,Picky,3,80,1,4,3,1,6,2,0,0,1,3,3,0,10,30,10,12,0,2,23,0x81,1,988,288,168,0,6564,2193,6897,3794,7619,2526,2518,447,4134,1932,5839,2584,31323,409,18871,1869,2474,2232,16776,1341,16399,4980,18595,3937,12552,387
1241,META_PICKY_,Picky,Picky,3,83,1,5,4,1,7,2,32,0,1,3,3,0,11,20,10,12,0,2,23,0x81,1,988,288,168,0,6863,2262,1953,382,20192,4788,5420,2846,19965,3326,18910,4463,7942,1457,12544,4224,6850,2276,31093,3678,14739,4448,32232,112,14029,4252

// Lutie (2.0)
1242,MARIN,Marin,Marin,38,987,1,282,317,1,53,17,32,8,24,5,10,5,30,15,10,12,1,3,41,0x83,1,1872,672,480,0,4639,2195,5684,230,7044,2402,12686,4769,24221,3844,17415,860,12309,4518,5310,3797,6637,2640,19469,4497,18178,2103,21011,4855,31019,1664
1243,SASQUATCH,Sasquatch,Sasquatch,14,3163,1,765,860,1,158,20,101,28,70,35,60,10,59,20,10,12,2,2,60,0x3695,1,1260,192,192,0,16696,3652,20042,1200,6604,4012,5690,4602,11589,2521,13728,4297,31255,852,7156,4196,13007,3603,1952,2532,6146,3581,24101,244,18748,1959
1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,118,2054,1,1002,619,1,278,39,90,25,58,43,42,25,55,15,10,12,1,0,43,0x81,129,1180,480,648,0,18567,2534,31498,3789,16368,3548,5729,1959,4146,3769,17457,2368,31390,1838,5145,3524,14705,3778,5471,879,13553,317,1955,4566,5750,4852
1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,29,1176,1,254,154,1,144,23,16,5,1,53,25,20,38,45,10,12,1,7,24,0x81,129,1120,620,240,0,22753,2610,17567,1058,1168,2616,7602,1852,5841,4276,7913,4758,27147,2085,4717,2175,13315,4877,4455,922,14315,1222,31103,2126,27166,2236
1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,55,733,1,282,317,1,44,26,48,36,21,16,30,20,25,5,10,12,0,7,46,0x91,129,1248,1248,240,0,14079,4750,31193,232,20206,3598,16340,1506,14447,3957,4380,520,28612,3426,13785,1745,4182,4283,12200,4921,25044,789,4633,737,4021,2742
1247,ANTONIO,Antonio,Antonio,10,10,1,3,2,1,11,7,160,0,1,1,1,50,100,100,10,12,1,7,66,0x170081,1,720,720,432,0,7206,4911,25258,3919,7001,1207,7726,571,13311,1082,16420,2330,13674,699,22762,1307,5537,2947,18149,2589,4932,2264,13859,4298,13269,811
1248,CRUISER,Cruiser,Cruiser,59,919,1,288,324,9,50,28,20,18,17,10,23,15,34,10,10,12,1,0,60,0x2085,129,1296,1296,432,0,2229,2062,1096,2402,6957,4941,13056,4006,7576,2894,7020,839,26101,4981,7968,2269,19031,2349,19509,1362,31054,2227,19559,1368,5554,2148
1249,MYSTCASE,Myst Case,Myst Case,59,879,1,288,324,1,78,30,50,11,26,19,40,35,31,25,10,12,1,0,60,0x91,129,1248,1248,432,0,4921,2116,5146,818,15057,2497,20923,4160,7570,3739,7539,208,14612,1730,11585,1665,2166,4744,2429,397,22078,3447,7982,3350,14134,3928
1250,CHEPET,Chepet,Chepet,44,4950,0,1315,1854,1,117,23,55,25,32,35,35,21,32,23,10,12,1,7,23,0x3695,129,672,672,288,0,7381,4512,699,449,2815,4601,4061,2417,12564,1579,611,4304,4591,1952,6594,2211,13041,4254,25249,827,18743,3357,24014,4770,9070,4778
1251,KNIGHT_OF_WINDSTORM,Knight of Windstorm,Stormy Knight,179,630500,1,413800,302200,2,5871,2756,306,166,126,165,132,104,171,79,10,12,2,0,84,0x6283695,129,468,468,288,206900,6495,3034,6276,809,19986,185,6713,1174,6207,1878,7837,1679,2717,4787,6835,1099,664,1828,13671,1810,22590,4899,7119,4948,7501,2376
1252,GARM,Garm,Hatii,110,1275500,1,758880,613800,1,100,3210,173,103,122,153,135,116,146,72,10,12,2,2,81,0x6283695,1,608,408,336,379440,13794,1245,24369,1039,13925,4233,5222,700,4770,3210,16997,2366,14145,1862,22553,1718,6770,3148,5764,2474,6983,657,31210,3492,18615,3453

// Comodo (3.0)
1253,GARGOYLE,Gargoyle,Gargoyle,1,8772,1,1900,1425,12,474,74,98,43,100,61,60,57,100,70,10,12,1,6,64,0x2002085,129,1020,720,384,0,2858,2038,13993,1476,27124,1481,1212,3647,2773,4986,4800,206,16020,1530,18659,4177,6690,4713,4464,2830,535,2989,27104,2910,24184,3712
1254,RAGGLER,Raggler,Raggler,59,1148,1,369,414,1,76,47,56,10,30,42,38,15,54,27,10,12,0,2,24,0x3695,1,1000,900,384,0,6880,1571,1846,886,12498,2347,4807,615,13850,3133,15176,4338,4466,2608,14392,4336,4429,3447,6651,2775,20019,3943,1905,4213,12837,1406
1255,NERAID,Neraid,Nereid,121,9550,1,1575,1181,1,390,58,100,37,97,45,60,30,69,50,10,12,0,2,22,0x3695,1,776,576,288,0,22675,3870,7010,3867,17492,2211,28415,3012,7039,1369,1197,2053,6225,1117,22658,2544,4401,4305,22881,537,22854,2957,2321,3995,14217,898
1256,PEST,Pest,Pest,121,5747,1,1341,1509,1,522,53,55,33,73,77,48,15,88,25,10,12,0,2,47,0x3695,129,700,648,480,0,19678,3187,20178,4310,7013,2248,7352,3193,13585,301,514,1480,4107,1343,5272,645,18932,4239,24257,4814,13013,322,18629,4224,7958,2710
1257,INJUSTICE,Injustice,Injustice,138,7952,1,1574,1997,1,103,221,76,31,77,59,58,65,73,50,10,12,1,1,47,0x3695,1,770,720,336,0,4258,2283,4128,2322,18000,3464,16318,1357,12516,190,2661,3916,4530,1156,2430,2162,1125,753,19153,3206,18662,4530,18864,3548,2447,4155
1258,GOBLIN_ARCHER,Goblin Archer,Goblin Archer,36,1575,1,450,507,11,116,23,69,0,40,34,20,15,48,20,10,12,0,7,25,0x2085,129,1172,672,420,0,13562,2092,4973,1909,6558,1678,13010,2170,31446,4768,6623,1008,13831,2362,6487,258,7238,4322,512,2960,25281,1571,4729,1298,22005,4106
1259,GRYPHON,Gryphon,Gryphon,176,60720,1,9410,5808,1,2554,118,113,72,101,133,66,70,137,54,10,12,2,2,84,0x6203695,129,704,504,432,0,2785,1409,23077,3379,15212,1477,16864,3149,27255,4447,6300,3466,28226,2293,1054,2771,12818,596,12169,734,13110,2187,2386,4212,712,494
1260,DARK_FRAME,Dark Frame,Dark Frame,59,3520,1,992,1115,1,408,20,67,27,69,37,36,10,53,5,10,12,1,6,67,0x2003695,1,920,720,200,0,18633,803,14572,1489,6509,4519,4933,196,20277,3246,4552,115,25144,1918,14026,1255,5457,2761,32207,2518,1697,195,28506,2408,512,4095
1261,WILD_ROSE,Wild Rose,Wild Rose,123,2682,1,720,1110,1,141,1,75,15,44,87,31,35,63,80,10,12,0,2,24,0x83,129,964,864,288,0,12532,3782,14596,1579,2802,3088,12118,2528,7738,1875,7286,4367,14290,3397,7112,1463,6866,1799,15204,2841,14569,1117,4445,4651,12171,4186
1262,MUTANT_DRAGON,Mutant Dragon,Mutant Dragonoid,61,50706,1,3644,12830,5,1599,734,130,20,75,35,30,68,98,35,10,12,2,9,43,0x6203695,1,1280,1080,240,0,4655,2150,19763,2140,1288,194,7428,4003,18174,1107,961,1484,31093,3162,753,1135,7950,4005,4206,2525,5033,4932,29151,3524,18936,3571
1263,WIND_GHOST,Wind Ghost,Wind Ghost,71,4008,1,918,1334,1,173,2,64,51,62,27,25,55,85,20,10,12,1,6,64,0x2003695,1,1056,1056,336,0,22614,2277,5153,861,7262,4644,6042,4697,13050,4132,1035,2763,5072,1231,14127,1823,16704,1404,2123,3098,7210,3182,13219,1570,7634,1433
1264,MERMAN,Merman,Merman,76,2940,1,616,692,1,241,20,62,8,45,29,30,19,50,10,10,12,1,7,61,0x3695,129,916,816,336,0,22078,736,5560,4861,7272,3554,19848,4298,6700,2465,1567,3619,31220,1584,18524,3080,1920,2252,2915,4434,1554,4526,5034,3836,715,1211
1265,COOKIE,Cookie,Cookie,23,666,1,234,264,1,61,27,56,28,15,23,35,12,31,15,10,12,0,7,60,0x1089,129,1036,936,240,0,2781,4126,13906,134,991,2087,31103,1005,1505,4294,7073,577,4687,2499,1507,2072,553,4850,12602,1328,25464,4317,4882,4017,1677,4030
1266,ASTER,Aster,Aster,77,1509,1,405,455,1,85,32,70,7,41,14,15,0,28,5,10,12,0,5,22,0x91,1,1264,864,216,0,12000,1919,7734,1516,5826,932,12313,1905,14119,2950,31293,453,14548,1674,2156,3921,14372,4213,6395,506,25133,4074,6000,3523,25283,4243
1267,CARAT,Carat,Carat,127,9222,1,1944,1458,1,1077,69,111,67,102,64,60,40,67,50,10,12,1,6,44,0x2003695,129,1078,768,384,0,14301,3181,12874,352,12847,4005,28254,3628,22887,1070,31071,2721,4757,4947,24324,4205,6056,1625,11056,2807,28702,2819,13593,3796,14547,2587
1268,BLOODY_KNIGHT,Bloody Knight,Bloody Knight,126,68500,1,7348,6511,1,353,159,122,50,132,59,70,57,98,45,10,12,2,0,87,0x3695,129,828,528,192,0,18680,804,1160,4857,6771,729,9010,4794,1278,717,2117,669,2275,349,2215,3549,6606,4089,18620,183,5348,4596,7994,856,1269,3671
1269,CLOCK,Clock,Clock,117,5556,1,1231,1158,1,124,105,91,43,68,24,35,41,81,15,10,12,1,0,42,0x91,129,1092,792,480,0,20386,2479,20101,3571,6754,2453,17467,852,7595,1108,14517,3308,7827,4603,7569,4716,5191,4420,5104,1071,1390,4369,6112,1598,12807,3544
1270,C_TOWER_MANAGER,Clock Tower Manager,Clock Tower Manager,167,6400,1,1305,1467,1,153,8,96,60,80,28,40,25,73,45,10,12,2,0,80,0x91,1,1072,672,384,0,20028,2712,16717,3204,7707,3214,23307,501,12262,1805,981,4343,6097,3585,14185,4300,1645,2459,12026,2047,18974,404,32239,3526,5978,3227
1271,ALLIGATOR,Alligator,Alligator,66,2430,1,486,548,1,168,57,62,30,47,48,24,15,36,26,10,12,1,2,21,0x91,1,1100,900,480,0,14126,2602,24183,778,2942,1693,31380,2953,6063,3118,20287,2413,12254,3829,4162,2017,4572,1897,14166,3138,7675,577,4742,3107,4397,1426
1272,DARK_LORD,Dark Lord,Dark Lord,34,1190900,1,714240,558000,1,2397,665,330,168,118,136,154,142,161,66,10,12,2,6,89,0x6283695,1,868,768,480,357120,5809,1350,2783,880,20500,955,31552,2867,18734,912,6484,353,960,4968,4998,1287,22854,1504,16716,796,14596,3923,6474,4811,4316,395
1273,ORC_LADY,Orc Lady,Orc Lady,21,1520,1,380,435,1,115,22,83,17,36,11,28,10,57,5,10,12,1,7,42,0x3695,129,1050,900,288,0,20761,2495,4943,2138,1983,4057,22750,1415,14133,234,28918,2347,29077,2942,7100,4481,560,2140,4344,3512,18817,4850,19823,4602,7649,2859
1274,MEGALITH,Megalith,Megalith,26,2451,1,594,669,9,176,38,66,18,57,14,35,10,90,3,10,12,2,0,80,0x84,129,1332,1332,672,0,14110,1525,31311,1006,16186,154,6681,4547,7950,4306,24393,3505,18580,3874,19145,3395,7456,2676,14696,4206,12860,1800,1696,2793,12893,1385
1275,ALICE,Alice,Alice,51,9230,1,1630,1222,1,905,113,93,73,82,53,45,70,80,80,10,12,1,7,60,0x91,129,502,1999,480,0,24041,428,2493,2245,2272,4901,6234,3574,13798,410,4765,4379,6500,817,4454,4181,31241,4355,4361,1324,20068,1468,4075,4205,12881,345
1276,RAYDRIC_ARCHER,Raydric Archer,Raydric Archer,147,4437,1,1049,1332,13,254,20,63,40,53,24,40,15,112,30,10,12,1,6,47,0x2002085,129,1152,1152,480,0,5841,4097,1032,4908,4046,2296,5432,4165,6275,2231,14194,866,14184,3306,515,2555,5276,4502,22853,2555,12906,3222,2522,1212,5008,1819
1277,GREATEST_GENERAL,Greatest General,Greatest General,56,1575,1,486,548,4,344,21,114,30,58,30,20,25,25,20,10,12,1,0,43,0x84,129,1152,1152,384,0,11570,1016,1532,2982,5765,1607,29079,1303,5693,3956,11032,1962,17100,4381,19366,581,14000,2081,4642,1030,14343,2632,6599,401,1358,1966
1278,STALACTIC_GOLEM,Stalactic Golem,Stalactic Golem,17,2590,1,675,759,1,492,2,230,5,67,47,48,1,63,5,10,12,2,0,80,0x91,1,1264,864,288,0,24271,1090,17123,919,14189,4886,19666,1437,11536,1038,4775,3208,31158,2235,7580,2699,16726,3162,1133,3396,27196,1009,14679,512,19854,2423
1279,TRI_JOINT,Tri Joint,Tri Joint,16,2530,0,347,297,1,437,28,22,5,1,33,24,10,55,20,10,12,0,4,22,0x2003695,1,860,660,624,0,21050,3940,14695,1741,6191,2827,13504,324,19843,1670,13013,4749,24374,4043,7629,508,20040,4356,13556,851,981,4280,5773,1417,24391,4049
1280,STEAM_GOBLIN,Steam Goblin,Goblin Steamrider,37,2241,1,680,765,1,316,7,85,5,52,61,32,15,82,25,10,12,1,7,44,0x91,129,1008,1008,528,0,5367,279,22673,3668,6170,4162,5753,4369,4582,2128,7069,2635,1055,1823,20238,1292,17230,1174,14300,4245,2231,920,914,305,722,2563
1281,SAGEWORM,Sage Worm,Sage Worm,2,2872,1,720,810,1,285,147,109,45,39,29,28,71,44,30,10,12,0,2,60,0x91,129,936,936,288,0,12690,2662,24034,4815,1536,1779,5031,3037,2616,877,7069,2918,7422,3096,12147,449,18815,4613,1249,2761,12766,393,27304,2858,24113,1934
1282,KOBOLD_ARCHER,Kobold Archer,Kobold Archer,124,11053,1,2160,2620,11,991,36,84,5,99,39,48,30,103,25,10,12,0,7,23,0x2085,129,1008,1008,384,0,7211,365,17273,4840,2556,2981,20195,616,7771,1680,5794,3134,27334,1805,18629,2928,7398,2580,12722,3964,5642,4090,7917,2221,5462,1623
1283,CHIMERA,Chimera,Chimera,58,26406,1,5168,4698,1,1503,65,159,10,1,38,110,88,83,85,10,12,2,2,63,0x6203695,1,772,672,360,0,19965,4686,934,3921,916,504,15050,4594,31518,1356,19566,2531,20285,142,13545,4779,13105,3425,7504,1422,2882,1246,27294,3787,5319,2171
//1284,HUGELING,Hugeling,Hugeling,1,5000,0,2,1,4,7,10,0,0,1,1,1,1,6,1,10,12,2,3,21,0x91,200,1872,672,480,0,0,0,0,0,0,0,512,100,512,100,512,100,512,100,512,100,512,100,512,100,512,100,0,0,0,0

// War Of Emperium & Guild Dungeon (4.1)
1285,ARCHER_GUARDIAN,Archer Guardian,Archer Guardian,87,28634,1,1,1,12,665,205,56,60,95,80,80,90,165,55,14,16,2,7,80,0x6201E85,1,1200,1200,384,0,4103,1299,12291,3016,4281,4403,4921,2497,6548,1018,12249,2542,7153,2662,13267,238,9060,4094,12528,709,29150,2480,11002,3942,24351,1954
1286,KNIGHT_GUARDIAN,Knight Guardian,Knight Guardian,162,30214,1,1,1,3,231,25,88,30,110,40,140,65,125,65,14,16,2,7,80,0x6201E85,129,1200,1200,384,0,4487,4726,12387,4851,2489,4240,7014,4233,20313,1769,12840,2985,2357,2634,6979,299,4487,2348,20172,4666,5709,2984,22648,4097,20499,3083
1287,SOLDIER_GUARDIAN,Soldier Guardian,Soldier Guardian,72,15670,1,1,1,1,685,80,56,0,85,56,100,45,103,43,10,12,2,7,20,0x6202085,1,1288,288,384,0,1587,4597,1761,418,7883,4496,31327,2551,2439,2943,2887,2205,5672,303,28107,999,14600,3489,1720,327,13821,2657,19762,120,12108,129
1288,EMPELIUM,Emperium,Emperium,80,700,1,0,0,1,64,11,64,50,1,17,80,50,26,20,10,12,0,8,26,0x6370000,129,1288,288,384,0,24161,3733,24377,4636,7512,4617,14307,2490,5716,2630,31068,1853,25239,4799,5728,3676,13759,2620,16374,2149,22625,4347,28438,2475,7155,2972
1289,MAYA_PUPLE,Maya Purple,Maya Purple,59,77670,1,11714,6516,1,514,283,139,40,95,52,80,95,73,119,10,12,2,4,82,0x6203695,1,1024,1000,480,0,28226,3346,11525,456,642,1489,20138,4161,991,2467,18128,1289,13345,1103,1048,674,13288,4076,2129,2977,4519,4448,20209,3174,22535,3641
1290,SKELETON_GENERAL,Skeleton General,Skeleton General,109,6720,0,1368,1553,1,1741,2632,100,35,72,34,52,31,84,25,10,12,1,1,29,0x3695,129,2276,576,432,0,1459,2597,7810,240,2639,510,5706,2799,24296,534,5628,2644,12522,212,20748,3561,19767,3104,5391,4443,7095,1877,24085,4876,2254,1181
1291,WRAITH_DEAD,Wraith Dead,Wraith Dead,158,10035,0,2518,1824,1,1241,311,88,56,63,69,55,45,88,45,10,12,2,1,89,0x3695,129,1816,576,240,0,1353,3330,7448,1698,2332,4594,11522,4035,27294,1391,17176,4814,18589,2061,18506,3071,24371,1431,11514,4859,996,568,24034,828,5938,1501
1292,MINI_DEMON,Mini Demon,Mini Demon,36,19402,1,2700,2025,1,1519,135,80,25,130,69,55,56,79,40,10,12,0,6,27,0x2003695,129,1000,600,384,0,4940,3538,19118,1322,2776,3512,19142,2787,31586,2567,1543,1526,19780,287,7599,4620,16865,4273,6046,1573,4478,3181,31316,1704,6338,3520
1293,CREMY_FEAR,Creamy Fear,Creamy Fear,9,3420,0,945,1067,1,1337,92,76,37,65,36,33,49,66,30,10,12,0,4,24,0x2003695,1,1136,720,840,0,20121,2711,2327,4554,2202,3451,27083,1106,6230,245,13406,2319,5503,1465,18947,634,2523,1208,11006,4657,4038,113,12606,758,16339,224
1294,KILLER_MANTIS,Killer Mantis,Killer Mantis,55,7650,0,1485,1674,1,712,2138,107,45,82,56,58,45,69,40,10,12,1,4,22,0x2003695,129,1528,660,432,0,12302,3331,20315,3919,16561,4894,19145,3277,19787,211,4501,1415,18844,4850,19149,4922,2953,229,24055,3472,6192,239,6748,2792,4349,4480
1295,OWL_BARON,Owl Baron,Owl Baron,14,21000,1,3042,2282,1,303,336,88,25,72,65,55,102,77,72,10,12,2,6,60,0x6203695,1,1345,824,440,0,14390,198,16631,1766,2521,1195,31490,2551,2169,2198,2273,3894,4692,2869,2220,1089,20383,4077,28955,3761,4531,3834,13510,4560,11523,2571
1296,KOBOLD_LEADER,Kobold Leader,Kobold Leader,6,13520,1,2643,2383,1,1343,70,90,62,135,34,68,56,83,47,10,12,1,7,44,0x3695,129,1028,528,360,0,4948,4513,13337,477,22198,938,7883,3978,22122,2408,31298,2467,6128,1465,11542,3926,4756,3980,19928,2959,6545,1220,18918,3452,12287,3151
1297,ANCIENT_MUMMY,Ancient Mummy,Ancient Mummy,134,27157,1,4104,3199,1,268,330,93,51,126,57,55,69,112,15,10,12,1,1,49,0x3695,129,1772,120,384,0,1615,552,5054,810,12515,519,31029,941,14276,426,28706,4706,2313,693,16258,425,1820,1912,24356,4781,1152,509,12878,575,14142,543
1298,ZOMBIE_MASTER,Zombie Master,Zombie Master,121,8780,0,1710,1857,1,1252,281,78,46,55,60,48,49,72,48,10,12,1,1,29,0x3695,1,2612,912,288,0,20465,3839,18588,4009,5052,735,13295,3002,20356,2621,4913,2199,12931,4506,20468,2462,6379,2209,17410,1983,12403,2438,7908,4170,27026,2272
1299,GOBLIN_LEADER,Goblin Leader,Goblin Leader,63,21692,1,4450,5007,1,130,65,72,30,60,67,45,18,66,23,10,12,1,7,24,0x3695,129,1120,620,240,0,24238,2157,1624,659,31012,2678,7919,675,9089,303,17568,726,12650,2859,2232,3331,7848,1883,17062,471,12785,3689,4699,363,16640,4714
1300,CATERPILLAR,Caterpillar,Caterpillar,35,5555,0,1312,1487,1,949,50,100,42,58,37,51,50,45,45,10,12,0,4,22,0x2003695,1,1672,672,480,0,596,3574,9093,867,2181,2174,14560,1757,2669,4020,1513,475,2760,4599,2843,4739,18624,2930,19607,1782,1164,1589,2135,1777,12504,3522
1301,AM_MUT,Am Mut,Am Mut,111,3530,0,945,1067,1,98,725,90,42,58,44,40,35,67,45,10,12,0,6,27,0x2003695,1,1156,456,384,0,28200,229,13920,3917,31130,1920,26151,2608,14548,2215,4344,1972,14101,1008,1292,4711,20426,2889,20165,3830,2236,1172,1190,2182,2992,546
1302,DARK_ILLUSION,Dark Illusion,Dark Illusion,82,29255,0,4091,4099,1,846,155,145,60,82,36,55,100,102,88,10,12,2,6,89,0x6203695,129,1024,768,480,0,5057,1989,18509,2307,4384,4921,12988,1508,1601,724,2291,1264,29063,464,5476,3418,22672,4214,20243,4789,11504,2417,17440,1447,7790,2406
1303,GIANT_HONET,Giant Hornet,Giant Hornet,152,3960,0,1080,1215,1,256,171,80,43,70,45,47,32,62,34,10,12,0,4,24,0x2003695,1,1292,792,340,0,5149,2265,7477,4873,20500,2062,19129,3611,12640,2380,11046,3242,1974,231,18676,4498,14080,1434,16720,4136,15186,1812,2601,418,24284,4482
1304,GIANT_SPIDER,Giant Spider,Giant Spider,151,4680,0,1242,1418,1,179,4,86,38,71,58,43,38,61,41,10,12,2,4,25,0x2003695,1,1468,468,768,0,2360,3129,5470,359,31393,395,7926,2499,14548,3700,12851,2150,7929,1045,7015,1785,7493,3126,16718,562,18561,4366,28038,2767,20847,4146
1305,ANCIENT_WORM,Ancient Worm,Ancient Worm,86,4140,0,1139,1283,1,541,212,90,41,70,56,56,55,70,42,10,12,2,4,25,0x2003695,129,1792,792,336,0,13798,3626,12121,2485,22702,2074,12441,3550,6362,4196,6510,581,22083,1537,5313,434,19668,578,24048,4461,4493,4313,4598,1142,20043,3674
1306,LEIB_OLMAI,Leib Olmai,Leib Olmai,123,6050,0,1314,1485,1,471,102,127,31,72,35,80,35,64,27,10,12,2,2,22,0x3695,129,1260,230,192,0,17155,608,6719,1547,698,851,7210,2080,20041,1406,14379,810,5500,3335,7062,683,7862,4532,5163,1297,1411,2337,941,2236,5206,4453
1307,CAT_O_NINE_TAIL,Cat o' Nine Tails,Cat o' Nine Tails,76,23600,0,4148,5792,1,92,97,100,50,72,75,40,50,79,48,10,12,1,6,63,0x6203695,129,1276,576,288,0,13405,4811,13745,2648,13445,2907,31154,1523,2475,2142,4097,1063,12463,2023,14570,2616,13187,1450,24004,1923,28110,481,28255,2254,7946,3445
1308,PANZER_GOBLIN,Panzer Goblin,Panzer Goblin,76,1471,1,446,504,1,87,76,60,25,52,60,35,35,68,31,10,12,1,7,44,0x3695,1,960,1008,840,0,17394,2635,20263,3014,4261,4276,20209,484,1770,2014,4359,2937,11033,4814,31395,645,5610,684,14147,2667,13672,525,4914,4392,4771,1723
1309,GAJOMART,Gajomart,Gajomart,151,3825,0,1317,1490,1,1564,3100,98,50,77,47,39,33,78,40,10,12,0,0,83,0x3695,1,1000,1152,828,0,20139,4643,1025,4522,1667,1178,12305,2398,12896,3749,6562,1492,6819,1586,20797,2611,7511,3487,28602,3587,14593,1380,14605,3018,6976,570
1310,MAJORUROS,Majoruros,Majoruros,1,11801,1,3090,2200,1,1065,241,111,25,112,58,65,55,72,49,10,12,2,2,43,0x3695,129,1100,960,780,0,7018,883,4641,4849,16706,3274,11551,2575,13609,2268,14327,2825,6441,3325,16003,138,1903,416,6264,2293,1649,2433,7863,4205,31241,2355
1311,GULLINBURSTI,Gullinbursti,Gullinbursti,28,7080,0,1478,1677,1,1212,85,108,43,88,54,82,35,63,15,10,12,2,2,42,0x3695,129,1960,960,384,0,15388,1942,2127,4353,5617,3238,7251,2203,1530,3914,7571,3139,7789,807,6006,3687,2921,1508,5410,466,12940,4435,13687,2834,22044,866

// Turtle Dungeon (4.0)
1312,TURTLE_GENERAL,Turtle General,Turtle General,21,1442000,1,933120,748440,3,759,2184,394,123,116,123,154,99,181,98,10,12,2,2,42,0x6283695,129,900,1000,500,466560,7483,2618,12707,3410,20292,2520,2244,4806,7242,600,12886,3587,7802,2872,6835,2746,2735,437,12520,4538,2170,1267,14534,4413,5271,3650
1313,MOBSTER,Mobster,Mobster,78,2253,1,495,557,1,215,22,87,18,72,36,33,21,41,5,10,12,1,7,20,0x3695,129,1100,560,580,0,7098,701,2313,415,2101,374,4411,1319,15409,1518,5804,2949,11060,288,31166,2732,12276,260,28204,4488,7407,207,4010,2528,20075,1364
1314,PERMETER,Permeter,Permeter,64,6575,1,1305,1467,3,350,36,144,50,68,28,55,40,42,25,10,12,1,2,40,0x91,129,1100,483,528,0,16990,928,2594,1971,17299,238,2578,4012,1636,381,20293,2863,2021,821,6776,3089,19825,1786,19273,3212,19632,2457,7216,3571,12509,3292
1315,ASSULTER,Assaulter,Assaulter,192,8977,1,1992,1779,1,772,119,169,49,100,92,30,20,103,15,10,12,1,7,44,0x3695,1,512,780,504,0,5320,3794,13433,482,28429,4925,2643,3791,18871,577,17331,3294,6257,3661,5603,4662,5344,1802,7832,3014,20099,126,27172,628,13964,2013
1316,SOLIDER,Solider,Solider,8,8768,1,1487,1671,1,167,1,206,58,65,44,60,15,47,20,10,12,1,2,42,0x91,129,1452,483,528,0,6441,2218,535,2960,2540,3278,18949,2992,22770,1512,31122,2500,31172,3458,12422,3720,7188,694,17104,4600,27306,156,22198,4996,13206,3769
1317,FUR_SEAL,Fur Seal,Seal,35,1371,1,360,405,1,89,40,42,16,37,40,30,39,35,19,10,12,1,2,21,0x3885,1,1612,622,583,0,2150,2689,7218,1933,24254,2830,19817,2575,6917,2864,31087,4274,7521,698,31314,4683,11019,4764,7472,3588,16693,1234,12602,1893,12148,496
